drug_id,drug_name,therapeutic_area,quarter,reaction,is_novel_reaction,severity_bucket,reporter_type,country,age_group,report_count
DRG002,Loretinib,Oncology,2024-Q1,Neutropenia,False,Mild,Physician,GB,18-44,1
DRG002,Loretinib,Oncology,2024-Q1,Fatigue,False,Moderate,Physician,GB,18-44,1
DRG002,Loretinib,Oncology,2024-Q1,Neutropenia,False,Mild,Consumer,JP,18-44,1
DRG002,Loretinib,Oncology,2024-Q1,Nausea,False,Mild,Consumer,DE,45-64,1
DRG002,Loretinib,Oncology,2024-Q1,Nausea,False,Mild,Consumer,CA,65-74,1
DRG002,Loretinib,Oncology,2024-Q1,Neutropenia,False,Moderate,Consumer,US,65-74,1
DRG003,Daxolimab,Oncology,2023-Q2,Neutropenia,False,Moderate,Physician,JP,75+,2
DRG003,Daxolimab,Oncology,2023-Q2,Nausea,False,Critical,Consumer,US,18-44,1
DRG003,Daxolimab,Oncology,2023-Q2,Fatigue,False,Mild,Physician,FR,18-44,1
DRG003,Daxolimab,Oncology,2023-Q2,Neutropenia,False,Moderate,Pharmacist,GB,75+,1
DRG003,Daxolimab,Oncology,2023-Q2,Fatigue,False,Mild,Physician,JP,18-44,1
DRG003,Daxolimab,Oncology,2023-Q2,Fatigue,False,Critical,Physician,CA,75+,1
DRG003,Daxolimab,Oncology,2023-Q2,Nausea,False,Mild,Other,GB,45-64,1
DRG003,Daxolimab,Oncology,2023-Q2,Nausea,False,Moderate,Pharmacist,GB,75+,1
DRG003,Daxolimab,Oncology,2023-Q2,Fatigue,False,Moderate,Physician,GB,75+,1
DRG003,Daxolimab,Oncology,2023-Q2,Neutropenia,False,Mild,Physician,US,75+,1
DRG003,Daxolimab,Oncology,2023-Q2,Alopecia,False,Mild,Consumer,US,45-64,1
DRG003,Daxolimab,Oncology,2023-Q2,Fatigue,False,Mild,Consumer,US,75+,1
DRG003,Daxolimab,Oncology,2023-Q2,Neutropenia,False,Mild,Other,DE,45-64,1
DRG003,Daxolimab,Oncology,2023-Q2,Alopecia,False,Mild,Consumer,DE,18-44,1
DRG003,Daxolimab,Oncology,2023-Q2,Fatigue,False,Mild,Physician,DE,75+,1
DRG003,Daxolimab,Oncology,2023-Q2,Nausea,False,Mild,Pharmacist,FR,45-64,1
DRG003,Daxolimab,Oncology,2023-Q2,Neutropenia,False,Moderate,Physician,FR,75+,1
DRG003,Daxolimab,Oncology,2023-Q2,Fatigue,False,Serious,Consumer,CA,45-64,1
DRG003,Daxolimab,Oncology,2023-Q2,Alopecia,False,Mild,Physician,GB,45-64,1
DRG003,Daxolimab,Oncology,2023-Q2,Alopecia,False,Critical,Consumer,GB,45-64,1
DRG003,Daxolimab,Oncology,2023-Q2,Nausea,False,Mild,Consumer,US,45-64,1
DRG003,Daxolimab,Oncology,2023-Q2,Fatigue,False,Moderate,Other,GB,75+,1
DRG003,Daxolimab,Oncology,2023-Q2,Fatigue,False,Critical,Pharmacist,GB,45-64,1
DRG003,Daxolimab,Oncology,2023-Q2,Fatigue,False,Critical,Physician,GB,45-64,1
DRG003,Daxolimab,Oncology,2023-Q2,Nausea,False,Mild,Physician,FR,75+,1
DRG003,Daxolimab,Oncology,2023-Q2,Alopecia,False,Moderate,Physician,JP,45-64,1
DRG003,Daxolimab,Oncology,2023-Q2,Nausea,False,Mild,Physician,US,18-44,1
DRG003,Daxolimab,Oncology,2023-Q2,Alopecia,False,Mild,Physician,JP,65-74,1
DRG003,Daxolimab,Oncology,2023-Q2,Neutropenia,False,Critical,Physician,US,65-74,1
DRG003,Daxolimab,Oncology,2023-Q2,Neutropenia,False,Mild,Physician,DE,18-44,1
DRG003,Daxolimab,Oncology,2023-Q2,Nausea,False,Mild,Physician,US,75+,1
DRG003,Daxolimab,Oncology,2023-Q2,Nausea,False,Mild,Pharmacist,GB,45-64,1
DRG003,Daxolimab,Oncology,2023-Q2,Fatigue,False,Mild,Consumer,DE,65-74,1
DRG003,Daxolimab,Oncology,2023-Q2,Alopecia,False,Serious,Pharmacist,US,65-74,1
DRG003,Daxolimab,Oncology,2023-Q2,Neutropenia,False,Moderate,Consumer,US,65-74,1
DRG003,Daxolimab,Oncology,2023-Q2,Fatigue,False,Serious,Consumer,GB,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Moderate,Consumer,CA,45-64,2
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Critical,Physician,CA,18-44,1
DRG003,Daxolimab,Oncology,2023-Q3,Nausea,False,Moderate,Consumer,US,65-74,1
DRG003,Daxolimab,Oncology,2023-Q3,Nausea,False,Moderate,Physician,DE,65-74,1
DRG003,Daxolimab,Oncology,2023-Q3,Alopecia,False,Mild,Consumer,FR,65-74,1
DRG003,Daxolimab,Oncology,2023-Q3,Fatigue,False,Mild,Physician,GB,18-44,1
DRG003,Daxolimab,Oncology,2023-Q3,Fatigue,False,Serious,Pharmacist,GB,65-74,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Moderate,Physician,FR,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Fatigue,False,Mild,Consumer,JP,18-44,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Serious,Consumer,CA,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Alopecia,False,Mild,Consumer,FR,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Moderate,Physician,JP,65-74,1
DRG003,Daxolimab,Oncology,2023-Q3,Alopecia,False,Mild,Physician,GB,75+,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Moderate,Consumer,US,75+,1
DRG003,Daxolimab,Oncology,2023-Q3,Nausea,False,Moderate,Other,GB,65-74,1
DRG003,Daxolimab,Oncology,2023-Q3,Nausea,False,Mild,Physician,FR,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Mild,Physician,JP,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Mild,Pharmacist,FR,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Nausea,False,Mild,Physician,FR,75+,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Mild,Pharmacist,FR,18-44,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Critical,Consumer,DE,18-44,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Mild,Pharmacist,JP,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Fatigue,False,Serious,Pharmacist,FR,75+,1
DRG003,Daxolimab,Oncology,2023-Q3,Nausea,False,Moderate,Physician,GB,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Fatigue,False,Mild,Consumer,GB,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Fatigue,False,Moderate,Pharmacist,JP,65-74,1
DRG003,Daxolimab,Oncology,2023-Q3,Alopecia,False,Mild,Consumer,FR,18-44,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Mild,Consumer,JP,65-74,1
DRG003,Daxolimab,Oncology,2023-Q3,Alopecia,False,Critical,Physician,US,65-74,1
DRG003,Daxolimab,Oncology,2023-Q3,Fatigue,False,Serious,Other,DE,65-74,1
DRG003,Daxolimab,Oncology,2023-Q3,Alopecia,False,Serious,Physician,GB,18-44,1
DRG003,Daxolimab,Oncology,2023-Q3,Alopecia,False,Mild,Physician,CA,75+,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Serious,Other,FR,65-74,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Moderate,Consumer,US,18-44,1
DRG003,Daxolimab,Oncology,2023-Q3,Fatigue,False,Moderate,Pharmacist,GB,75+,1
DRG003,Daxolimab,Oncology,2023-Q3,Alopecia,False,Serious,Consumer,CA,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Alopecia,False,Mild,Physician,US,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Fatigue,False,Moderate,Consumer,CA,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Serious,Physician,CA,75+,1
DRG003,Daxolimab,Oncology,2023-Q3,Alopecia,False,Mild,Physician,FR,75+,1
DRG003,Daxolimab,Oncology,2023-Q3,Alopecia,False,Serious,Physician,CA,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Mild,Consumer,GB,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Fatigue,False,Moderate,Physician,GB,45-64,1
DRG003,Daxolimab,Oncology,2023-Q3,Nausea,False,Mild,Physician,DE,65-74,1
DRG003,Daxolimab,Oncology,2023-Q3,Neutropenia,False,Mild,Physician,DE,65-74,1
DRG003,Daxolimab,Oncology,2023-Q4,Fatigue,False,Mild,Physician,CA,65-74,2
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Mild,Physician,FR,65-74,1
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Mild,Pharmacist,FR,45-64,1
DRG003,Daxolimab,Oncology,2023-Q4,Neutropenia,False,Mild,Consumer,US,65-74,1
DRG003,Daxolimab,Oncology,2023-Q4,Nausea,False,Mild,Pharmacist,GB,65-74,1
DRG003,Daxolimab,Oncology,2023-Q4,Neutropenia,False,Mild,Pharmacist,CA,18-44,1
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Mild,Physician,JP,65-74,1
DRG003,Daxolimab,Oncology,2023-Q4,Fatigue,False,Mild,Consumer,JP,75+,1
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Mild,Consumer,DE,45-64,1
DRG003,Daxolimab,Oncology,2023-Q4,Fatigue,False,Moderate,Consumer,CA,18-44,1
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Serious,Pharmacist,JP,45-64,1
DRG003,Daxolimab,Oncology,2023-Q4,Nausea,False,Moderate,Physician,FR,18-44,1
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Critical,Consumer,FR,75+,1
DRG003,Daxolimab,Oncology,2023-Q4,Neutropenia,False,Moderate,Pharmacist,FR,75+,1
DRG003,Daxolimab,Oncology,2023-Q4,Nausea,False,Moderate,Other,US,45-64,1
DRG003,Daxolimab,Oncology,2023-Q4,Neutropenia,False,Moderate,Physician,FR,45-64,1
DRG003,Daxolimab,Oncology,2023-Q4,Fatigue,False,Mild,Pharmacist,CA,45-64,1
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Critical,Pharmacist,DE,75+,1
DRG003,Daxolimab,Oncology,2023-Q4,Nausea,False,Serious,Pharmacist,JP,18-44,1
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Mild,Other,GB,45-64,1
DRG003,Daxolimab,Oncology,2023-Q4,Neutropenia,False,Moderate,Pharmacist,FR,45-64,1
DRG003,Daxolimab,Oncology,2023-Q4,Fatigue,False,Mild,Consumer,US,18-44,1
DRG003,Daxolimab,Oncology,2023-Q4,Neutropenia,False,Moderate,Pharmacist,JP,75+,1
DRG003,Daxolimab,Oncology,2023-Q4,Nausea,False,Mild,Consumer,CA,18-44,1
DRG003,Daxolimab,Oncology,2023-Q4,Fatigue,False,Mild,Physician,FR,45-64,1
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Mild,Physician,GB,65-74,1
DRG003,Daxolimab,Oncology,2023-Q4,Nausea,False,Mild,Other,CA,65-74,1
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Serious,Physician,JP,65-74,1
DRG003,Daxolimab,Oncology,2023-Q4,Nausea,False,Critical,Consumer,CA,75+,1
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Mild,Consumer,GB,75+,1
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Mild,Consumer,US,75+,1
DRG003,Daxolimab,Oncology,2023-Q4,Neutropenia,False,Mild,Physician,JP,45-64,1
DRG003,Daxolimab,Oncology,2023-Q4,Neutropenia,False,Mild,Consumer,GB,18-44,1
DRG003,Daxolimab,Oncology,2023-Q4,Fatigue,False,Moderate,Physician,JP,18-44,1
DRG003,Daxolimab,Oncology,2023-Q4,Nausea,False,Moderate,Consumer,JP,45-64,1
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Mild,Consumer,JP,75+,1
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Mild,Physician,DE,45-64,1
DRG003,Daxolimab,Oncology,2023-Q4,Neutropenia,False,Mild,Physician,DE,45-64,1
DRG003,Daxolimab,Oncology,2023-Q4,Fatigue,False,Mild,Pharmacist,FR,45-64,1
DRG003,Daxolimab,Oncology,2023-Q4,Neutropenia,False,Serious,Consumer,FR,75+,1
DRG003,Daxolimab,Oncology,2023-Q4,Alopecia,False,Critical,Other,US,65-74,1
DRG003,Daxolimab,Oncology,2024-Q1,Fatigue,False,Mild,Consumer,JP,65-74,1
DRG003,Daxolimab,Oncology,2024-Q1,Nausea,False,Mild,Physician,JP,65-74,1
DRG003,Daxolimab,Oncology,2024-Q1,Alopecia,False,Mild,Physician,US,45-64,1
DRG003,Daxolimab,Oncology,2024-Q1,Neutropenia,False,Mild,Consumer,US,65-74,1
DRG003,Daxolimab,Oncology,2024-Q1,Nausea,False,Critical,Consumer,GB,45-64,1
DRG003,Daxolimab,Oncology,2024-Q1,Fatigue,False,Mild,Physician,FR,75+,1
DRG003,Daxolimab,Oncology,2024-Q1,Neutropenia,False,Moderate,Pharmacist,US,45-64,1
DRG003,Daxolimab,Oncology,2024-Q1,Alopecia,False,Mild,Consumer,DE,75+,1
DRG003,Daxolimab,Oncology,2024-Q1,Neutropenia,False,Moderate,Pharmacist,JP,45-64,1
DRG003,Daxolimab,Oncology,2024-Q1,Fatigue,False,Moderate,Physician,FR,18-44,1
DRG003,Daxolimab,Oncology,2024-Q1,Nausea,False,Mild,Physician,US,75+,1
DRG003,Daxolimab,Oncology,2024-Q1,Neutropenia,False,Mild,Consumer,FR,65-74,1
DRG004,Norafentix,CNS,2023-Q2,Serotonin syndrome,True,Serious,Physician,GB,65-74,2
DRG004,Norafentix,CNS,2023-Q2,Somnolence,False,Serious,Physician,JP,45-64,1
DRG004,Norafentix,CNS,2023-Q2,Hallucination,True,Serious,Physician,GB,18-44,1
DRG004,Norafentix,CNS,2023-Q2,Akathisia,True,Serious,Other,CA,18-44,1
DRG004,Norafentix,CNS,2023-Q2,Akathisia,True,Moderate,Physician,FR,45-64,1
DRG004,Norafentix,CNS,2023-Q2,Hallucination,True,Critical,Pharmacist,JP,65-74,1
DRG004,Norafentix,CNS,2023-Q2,Akathisia,True,Critical,Pharmacist,FR,65-74,1
DRG004,Norafentix,CNS,2023-Q2,Hallucination,True,Critical,Physician,DE,65-74,1
DRG004,Norafentix,CNS,2023-Q2,Serotonin syndrome,True,Serious,Physician,US,75+,1
DRG004,Norafentix,CNS,2023-Q2,Insomnia,False,Serious,Pharmacist,US,45-64,1
DRG004,Norafentix,CNS,2023-Q2,Serotonin syndrome,True,Serious,Consumer,FR,45-64,1
DRG004,Norafentix,CNS,2023-Q2,Serotonin syndrome,True,Critical,Pharmacist,US,45-64,1
DRG004,Norafentix,CNS,2023-Q2,Hallucination,True,Serious,Physician,JP,45-64,1
DRG004,Norafentix,CNS,2023-Q2,Dizziness,False,Moderate,Pharmacist,JP,45-64,1
DRG004,Norafentix,CNS,2023-Q2,Akathisia,True,Critical,Consumer,CA,75+,1
DRG004,Norafentix,CNS,2023-Q2,Hallucination,True,Critical,Other,DE,45-64,1
DRG004,Norafentix,CNS,2023-Q2,Hallucination,True,Critical,Pharmacist,DE,65-74,1
DRG004,Norafentix,CNS,2023-Q2,Hallucination,True,Serious,Pharmacist,JP,75+,1
DRG004,Norafentix,CNS,2023-Q2,Akathisia,True,Serious,Other,JP,75+,1
DRG004,Norafentix,CNS,2023-Q2,Serotonin syndrome,True,Critical,Pharmacist,JP,65-74,1
DRG004,Norafentix,CNS,2023-Q2,Akathisia,True,Critical,Physician,CA,45-64,1
DRG004,Norafentix,CNS,2023-Q2,Serotonin syndrome,True,Critical,Physician,JP,18-44,1
DRG004,Norafentix,CNS,2023-Q2,Headache,False,Serious,Physician,CA,65-74,1
DRG004,Norafentix,CNS,2023-Q2,Headache,False,Critical,Pharmacist,US,45-64,1
DRG004,Norafentix,CNS,2023-Q2,Hallucination,True,Moderate,Consumer,FR,65-74,1
DRG004,Norafentix,CNS,2023-Q2,Hallucination,True,Critical,Pharmacist,US,65-74,1
DRG004,Norafentix,CNS,2023-Q2,Dizziness,False,Serious,Physician,FR,18-44,1
DRG004,Norafentix,CNS,2023-Q2,Somnolence,False,Critical,Physician,JP,18-44,1
DRG004,Norafentix,CNS,2023-Q2,Hallucination,True,Serious,Consumer,JP,65-74,1
DRG004,Norafentix,CNS,2023-Q2,Serotonin syndrome,True,Mild,Consumer,GB,18-44,1
DRG004,Norafentix,CNS,2023-Q2,Dizziness,False,Critical,Physician,CA,65-74,1
DRG004,Norafentix,CNS,2023-Q2,Hallucination,True,Critical,Pharmacist,DE,45-64,1
DRG004,Norafentix,CNS,2023-Q2,Akathisia,True,Serious,Pharmacist,CA,65-74,1
DRG004,Norafentix,CNS,2023-Q2,Hallucination,True,Moderate,Physician,FR,45-64,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Serious,Physician,US,45-64,3
DRG004,Norafentix,CNS,2023-Q3,Akathisia,True,Critical,Physician,DE,45-64,2
DRG004,Norafentix,CNS,2023-Q3,Akathisia,True,Critical,Physician,DE,65-74,2
DRG004,Norafentix,CNS,2023-Q3,Akathisia,True,Serious,Pharmacist,FR,18-44,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Critical,Other,DE,45-64,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Serious,Pharmacist,DE,18-44,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Critical,Other,DE,75+,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Mild,Pharmacist,GB,45-64,1
DRG004,Norafentix,CNS,2023-Q3,Akathisia,True,Serious,Physician,CA,75+,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Critical,Consumer,CA,75+,1
DRG004,Norafentix,CNS,2023-Q3,Akathisia,True,Critical,Consumer,JP,18-44,1
DRG004,Norafentix,CNS,2023-Q3,Akathisia,True,Serious,Other,GB,75+,1
DRG004,Norafentix,CNS,2023-Q3,Somnolence,False,Critical,Physician,DE,75+,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Serious,Consumer,FR,45-64,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Critical,Consumer,DE,18-44,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Critical,Pharmacist,CA,75+,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Serious,Other,US,65-74,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Critical,Physician,JP,75+,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Serious,Consumer,FR,18-44,1
DRG004,Norafentix,CNS,2023-Q3,Akathisia,True,Serious,Consumer,FR,18-44,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Critical,Pharmacist,US,45-64,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Moderate,Physician,FR,45-64,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Critical,Pharmacist,JP,45-64,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Serious,Consumer,DE,75+,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Serious,Other,CA,65-74,1
DRG004,Norafentix,CNS,2023-Q3,Dizziness,False,Serious,Physician,JP,65-74,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Critical,Physician,CA,45-64,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Serious,Physician,GB,75+,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Critical,Consumer,DE,75+,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Critical,Physician,CA,75+,1
DRG004,Norafentix,CNS,2023-Q3,Akathisia,True,Serious,Other,GB,65-74,1
DRG004,Norafentix,CNS,2023-Q3,Insomnia,False,Serious,Consumer,GB,65-74,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Critical,Physician,FR,45-64,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Critical,Physician,JP,18-44,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Moderate,Other,DE,65-74,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Mild,Other,FR,18-44,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Critical,Other,CA,65-74,1
DRG004,Norafentix,CNS,2023-Q3,Akathisia,True,Critical,Pharmacist,JP,75+,1
DRG004,Norafentix,CNS,2023-Q3,Hallucination,True,Critical,Physician,US,18-44,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Serious,Pharmacist,JP,65-74,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Serious,Other,GB,65-74,1
DRG004,Norafentix,CNS,2023-Q3,Serotonin syndrome,True,Mild,Physician,CA,45-64,1
DRG004,Norafentix,CNS,2023-Q3,Akathisia,True,Moderate,Pharmacist,DE,18-44,1
DRG004,Norafentix,CNS,2023-Q3,Headache,False,Moderate,Consumer,DE,18-44,1
DRG004,Norafentix,CNS,2023-Q4,Serotonin syndrome,True,Critical,Physician,GB,45-64,2
DRG004,Norafentix,CNS,2023-Q4,Hallucination,True,Critical,Physician,CA,45-64,2
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Critical,Physician,DE,65-74,2
DRG004,Norafentix,CNS,2023-Q4,Serotonin syndrome,True,Critical,Physician,US,18-44,2
DRG004,Norafentix,CNS,2023-Q4,Hallucination,True,Critical,Physician,DE,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Insomnia,False,Serious,Pharmacist,US,45-64,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Serious,Consumer,GB,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Headache,False,Serious,Consumer,CA,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Critical,Consumer,FR,18-44,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Serious,Physician,GB,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Serotonin syndrome,True,Serious,Physician,CA,45-64,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Critical,Physician,DE,75+,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Serious,Pharmacist,US,18-44,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Critical,Pharmacist,US,45-64,1
DRG004,Norafentix,CNS,2023-Q4,Serotonin syndrome,True,Critical,Consumer,GB,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Moderate,Pharmacist,CA,45-64,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Critical,Physician,FR,18-44,1
DRG004,Norafentix,CNS,2023-Q4,Serotonin syndrome,True,Serious,Other,GB,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Hallucination,True,Serious,Physician,GB,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Critical,Physician,JP,45-64,1
DRG004,Norafentix,CNS,2023-Q4,Serotonin syndrome,True,Serious,Physician,DE,18-44,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Critical,Physician,FR,75+,1
DRG004,Norafentix,CNS,2023-Q4,Headache,False,Critical,Physician,US,45-64,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Critical,Physician,CA,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Hallucination,True,Critical,Consumer,FR,45-64,1
DRG004,Norafentix,CNS,2023-Q4,Hallucination,True,Serious,Consumer,GB,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Serotonin syndrome,True,Critical,Physician,DE,75+,1
DRG004,Norafentix,CNS,2023-Q4,Hallucination,True,Serious,Physician,FR,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Somnolence,False,Mild,Physician,FR,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Hallucination,True,Critical,Consumer,JP,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Critical,Consumer,JP,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Somnolence,False,Critical,Physician,FR,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Somnolence,False,Serious,Consumer,CA,45-64,1
DRG004,Norafentix,CNS,2023-Q4,Serotonin syndrome,True,Moderate,Other,US,75+,1
DRG004,Norafentix,CNS,2023-Q4,Serotonin syndrome,True,Mild,Physician,CA,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Mild,Pharmacist,CA,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Serotonin syndrome,True,Critical,Physician,GB,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Serotonin syndrome,True,Critical,Physician,JP,45-64,1
DRG004,Norafentix,CNS,2023-Q4,Dizziness,False,Serious,Consumer,DE,45-64,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Critical,Consumer,GB,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Insomnia,False,Serious,Physician,CA,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Hallucination,True,Serious,Physician,GB,45-64,1
DRG004,Norafentix,CNS,2023-Q4,Somnolence,False,Mild,Consumer,DE,75+,1
DRG004,Norafentix,CNS,2023-Q4,Serotonin syndrome,True,Serious,Consumer,DE,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Serotonin syndrome,True,Critical,Pharmacist,GB,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Serotonin syndrome,True,Moderate,Pharmacist,FR,45-64,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Serious,Physician,JP,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Serious,Physician,DE,75+,1
DRG004,Norafentix,CNS,2023-Q4,Akathisia,True,Critical,Pharmacist,JP,65-74,1
DRG004,Norafentix,CNS,2023-Q4,Hallucination,True,Serious,Consumer,DE,65-74,1
DRG004,Norafentix,CNS,2024-Q1,Akathisia,True,Critical,Other,CA,45-64,1
DRG004,Norafentix,CNS,2024-Q1,Akathisia,True,Serious,Physician,JP,75+,1
DRG004,Norafentix,CNS,2024-Q1,Dizziness,False,Serious,Consumer,FR,65-74,1
DRG004,Norafentix,CNS,2024-Q1,Headache,False,Critical,Physician,GB,75+,1
DRG004,Norafentix,CNS,2024-Q1,Dizziness,False,Serious,Pharmacist,US,45-64,1
DRG004,Norafentix,CNS,2024-Q1,Headache,False,Critical,Consumer,US,65-74,1
DRG004,Norafentix,CNS,2024-Q1,Akathisia,True,Moderate,Consumer,CA,75+,1
DRG004,Norafentix,CNS,2024-Q1,Hallucination,True,Serious,Pharmacist,DE,45-64,1
DRG004,Norafentix,CNS,2024-Q1,Hallucination,True,Moderate,Physician,US,65-74,1
DRG004,Norafentix,CNS,2024-Q1,Akathisia,True,Serious,Consumer,GB,65-74,1
DRG004,Norafentix,CNS,2024-Q1,Akathisia,True,Critical,Physician,FR,75+,1
DRG004,Norafentix,CNS,2024-Q1,Hallucination,True,Serious,Physician,DE,65-74,1
DRG005,Zenpravox,CNS,2023-Q2,Somnolence,False,Moderate,Consumer,DE,45-64,2
DRG005,Zenpravox,CNS,2023-Q2,Dizziness,False,Serious,Physician,JP,45-64,1
DRG005,Zenpravox,CNS,2023-Q2,Somnolence,False,Serious,Other,CA,65-74,1
DRG005,Zenpravox,CNS,2023-Q2,Dizziness,False,Mild,Physician,GB,18-44,1
